latitude,longitude
22.6760222222,74.7855277778
22.6746444444,74.78682499999999
22.6668444444,74.7932055556
22.6648805556,74.7966416667
22.6635805556,74.7990027778
22.6602305556,74.81816666669999
22.65911666670001,74.8247972222
22.66148333330001,74.82834722219999
22.6832638889,74.86184444440001
22.6871777778,74.8682333333
22.6888333333,74.87084444440001
22.6971888889,74.8842888889
22.7020777778,74.8881611111
22.7039888889,74.8894305556
22.7062722222,74.8971527778
22.6968,74.91347500000001
22.6971083333,74.9150611111
22.6947777778,74.91795
22.6844861111,74.9204555556
22.6840194444,74.9217888889
