latitude,longitude
22.5398527778,72.7810972222
22.5403972222,72.7806805556
22.5410027778,72.7671416667
22.5412361111,72.7645083333
22.5394888889,72.7633416667
22.5380111111,72.7637694444
22.5347305556,72.77437500000001
22.5304027778,72.7800694444
22.5274333333,72.78146388890001
22.5216805556,72.7842166667
22.52025,72.78463333329999
22.515175,72.789175
22.5145583333,72.79278333329999
22.5148611111,72.7951333333
22.5152222222,72.7970916667
22.5163527778,72.79774999999999
22.5167805556,72.8058472222
22.5159083333,72.8168555556
22.5164138889,72.8182611111
22.5161,72.8324583333
22.5151777778,72.8446472222
22.5167222222,72.8525166667
22.5175611111,72.8553361111
22.5153805556,72.85875277780001
22.5155972222,72.8620166667
22.5148611111,72.8639694444
22.5107638889,72.87701944440001
22.5086583333,72.8787611111
22.5083972222,72.8812166667
22.5092,72.8836138889
22.5107222222,72.88419444439999
22.5121222222,72.8845777778
22.51465,72.8863972222
22.5159416667,72.8898722222
22.5146722222,72.89591111110001
22.5129222222,72.8978833333
22.51165,72.8993666667
22.5106416667,72.90399166669999
22.5116083333,72.90569166669999
22.5132305556,72.9364055556
22.5105944444,72.94316666669999
22.5116138889,72.9456222222
22.5134861111,72.94687500000001
22.5145472222,72.9505277778
22.5138972222,72.9524638889
22.5124805556,72.95423888889999
22.5101055556,72.9610416667
22.5083916667,72.96435555559999
22.5068305556,72.9680138889
22.5061583333,72.971975
22.5055361111,72.9758944444
22.5051083333,72.97987500000001
22.5047416667,72.9835305556
22.5047805556,72.98725
22.5014805556,72.99025277779999
22.5022694444,72.9962
22.50282500000001,72.99872499999999
22.5008555556,73.0020444444
22.4986527778,73.00509722220001
22.4997,73.0205944444
22.5011638889,73.02238055559999
22.5034888889,73.02542222220001
22.5059472222,73.02908333329999
22.5075222222,73.03081666670001
22.50896944440001,73.0340333333
22.5090444444,73.03598888889999
22.5093638889,73.0414138889
22.5116194444,73.04347777780001
22.5140972222,73.0462027778
22.5157361111,73.0497777778
22.5167638889,73.051525
22.51775277779999,73.05313888889999
22.5258555556,73.06073333330001
22.5277388889,73.063975
22.5330861111,73.07342777780001
22.5350416667,73.0767361111
22.5355,73.0787277778
22.5378305556,73.0827138889
22.5434944444,73.09268611109999
22.5476055556,73.0993583333
22.5485944444,73.114575
22.5484972222,73.1184638889
22.5462916667,73.1255111111
22.5458833333,73.1289611111
22.5438861111,73.1415583333
22.5410416667,73.1464722222
22.5407888889,73.14914444439999
22.54075,73.1523916667
22.5402777778,73.1571333333
22.5391277778,73.1608305556
22.5352138889,73.18319722219999
22.5383611111,73.1905083333
22.5409,73.19759166670001
22.5469722222,73.2123138889
22.5493666667,73.2192083333
22.5482611111,73.2239222222
22.5474055556,73.22659444440001
22.5467138889,73.2426083333
22.546575,73.2463527778
22.5465305556,73.2487861111
22.5470777778,73.253575
22.5516,73.2839527778
22.5507638889,73.28615833329999
22.5512972222,73.2902722222
22.55766666670001,73.3342527778
22.5605555556,73.3560527778
22.5616361111,73.38263333330001
22.5648833333,73.40838888890001
22.564125,73.4104555556
22.558025,73.424475
22.56374444440001,73.44521111109999
22.5642444444,73.4474083333
22.5640361111,73.4515805556
22.5627416667,73.45484999999999
22.5647666667,73.4613861111
22.5706722222,73.465825
22.5711888889,73.4729777778
22.57033055559999,73.4748
22.5716888889,73.49460000000001
22.5720305556,73.4993277778
22.5731555556,73.51624722219999
22.5759333333,73.534575
22.5796916667,73.5503805556
22.5790944444,73.55453611110001
22.580375,73.5575888889
22.5804944444,73.56152777779999
22.5827222222,73.56872777780001
22.5870694444,73.58641944439999
22.5866277778,73.589975
22.5824027778,73.6011388889
22.5836416667,73.62135833329999
22.5793722222,73.6312333333
22.5781916667,73.6385027778
22.5813361111,73.6454777778
22.5817388889,73.6488583333
22.5781666667,73.6598527778
22.5773694444,73.6662916667
22.5727638889,73.6772305556
22.5722388889,73.6811472222
22.5720083333,73.68543055560001
22.5722805556,73.68946388889999
22.5725944444,73.69367222219999
22.568475,73.69923611110001
22.5669166667,73.7037027778
22.56761666670001,73.7098833333
22.5680055556,73.71390555559999
22.5701277778,73.7218694444
22.5713472222,73.72617222220001
22.5724583333,73.72966388890001
22.5719972222,73.7357305556
22.5720388889,73.74372222220001
22.5725083333,73.7473111111
22.5721194444,73.75217499999999
22.5716805556,73.75808888890001
22.5734055556,73.7613694444
22.5721277778,73.7658166667
22.5714333333,73.77030000000001
22.5708027778,73.7745833333
22.5697527778,73.7781666667
22.5715305556,73.8038916667
22.57375,73.8084611111
22.5788666667,73.81274999999999
22.5827638889,73.81555
22.5907722222,73.8224777778
22.5966916667,73.8362388889
22.5963694444,73.8403972222
22.5966944444,73.8469666667
22.5960055556,73.8531305556
22.5956305556,73.8570416667
22.59738333330001,73.8607472222
22.6038472222,73.86978333330001
22.6050638889,73.8724027778
22.6067194444,73.87365
22.6079472222,73.87704166669999
22.6072694444,73.881
22.60803888890001,73.8926777778
22.6104361111,73.9027083333
22.6116916667,73.9066222222
22.61565277780001,73.91132500000001
22.6180361111,73.9229638889
22.6209027778,73.93232500000001
22.6210638889,73.9395722222
22.6140222222,73.9517916667
22.6144833333,73.9630638889
22.6150861111,73.96965277779999
22.6149,73.97320000000001
22.6189916667,73.9791805556
22.6272166667,73.9871916667
22.626925,73.9906888889
22.6265638889,73.9946055556
22.62628055560001,73.9982361111
22.6244388889,74.0007083333
22.6233861111,74.00376944440001
22.6226777778,74.0094444444
22.6224416667,74.01766666669999
22.6242944444,74.0204527778
22.6265277778,74.0301527778
22.61805,74.0524944444
22.6216277778,74.0634694444
22.6262166667,74.0683166667
22.6261972222,74.0717833333
22.6280833333,74.07501666669999
22.64255,74.0815111111
22.6509222222,74.08776666670001
22.6544111111,74.09865000000001
22.6551416667,74.106525
22.6554361111,74.1096138889
22.6562305556,74.1172777778
22.656775,74.12101944440001
22.6557861111,74.1272222222
22.65503888889999,74.134975
22.6545833333,74.13875
22.6555083333,74.14193611109999
22.656225,74.14555277780001
22.6563111111,74.1483388889
22.6571305556,74.1524333333
22.6576777778,74.1535444444
22.6586361111,74.1571583333
22.6593833333,74.16105
22.6645305556,74.1720305556
22.6721805556,74.1814083333
22.6769833333,74.19136666670001
22.6817027778,74.2011027778
22.6811194444,74.20534166669999
22.6814555556,74.2099194444
22.6813611111,74.21597222219999
22.6804027778,74.2213083333
22.6826305556,74.22549166669999
22.6835638889,74.22967222219999
22.6842416667,74.23260000000001
22.6899194444,74.24232499999999
22.6874583333,74.2722861111
22.6902333333,74.2877472222
22.6941611111,74.317475
22.6910194444,74.33235000000001
22.6932611111,74.3402138889
22.6951416667,74.35061666670001
22.6962555556,74.3546944444
22.7005888889,74.38171944440001
22.6964888889,74.4296944444
22.68664722220001,74.46889444439999
22.6818861111,74.48803888889999
22.6838222222,74.50337500000001
22.6836722222,74.5292416667
22.6830333333,74.5359138889
22.6851972222,74.58348888890001
22.68653055560001,74.6102472222
22.6856944444,74.62794722220001
22.68265,74.6428944444
22.6859138889,74.6768055556
22.6846944444,74.70951388890001
22.68685,74.7240277778
22.6920666667,74.7431944444
22.6924972222,74.7529944444
22.6920722222,74.7553388889
22.6901166667,74.7584527778
22.6786916667,74.78233611109999
